post_id	reply_id	sarcasm
6324m7	dfr0v1r	0
6324m7	dfqyk3j	1
6327f2	dfqq999	0
6327f2	dfqptj3	1
6327m5	dfrjn9b	1
6327m5	dfqsviv	0
6329h0	dfr0tdk	0
6329h0	dfr2vet	1
632ajp	dfqq7z2	0
632ajp	dfrj3e9	1
632g7f	dfr2221	0
632g7f	dfqtbu2	1
632gdt	dfqrj6c	0
632gdt	dfqsniv	1
632l47	dfro2xj	1
632l47	dfr7jdi	0
632obh	dfqtbdd	1
632obh	dfqt8yj	0
632pdk	dfrwp49	1
632pdk	dfr03mz	0
632rma	dfrb7d6	0
632rma	dfs11zd	1
632s28	dfqvi1y	0
632s28	dfry8iy	1
632w2h	dfqv6hj	0
632w2h	dfqv5y0	1
632whc	dfrrvnt	0
632whc	dfqvjq6	1
632x0y	dfrckcy	0
632x0y	dfrbpxz	1
632yah	dfr3fhd	1
632yah	dfrbh5w	0
63315k	dfriioh	0
63315k	dfrz2i7	1
6331oz	dfqy2m1	0
6331oz	dfrjbvn	1
6336pu	dfqxqki	1
6336pu	dfqztsm	0
6336x5	dfriczz	0
6336x5	dfr6fbc	1
633gb2	dfs4gki	1
633gb2	dfrt3fb	0
633ie0	dfrlf3b	1
633ie0	dfr4loz	0
633iir	dfs4gyd	1
633iir	dfr5lpz	0
633k0s	dfrywj8	1
633k0s	dfrll36	0
633kee	dfrd5c1	1
633kee	dfs9cn7	0
633m51	dfr1n99	1
633m51	dfr88iv	0
633mqo	dfrjy1y	1
633mqo	dfr8ykh	0
633ms7	dfrbzvk	0
633ms7	dfsu1bh	1
633o36	dfr2ieg	1
633o36	dfr26uv	0
633od7	dfr251b	0
633od7	dfr29ad	1
633rjb	dfs1tqm	0
633rjb	dfrvw5g	1
633tc6	dfr61z3	0
633tc6	dfr9qq4	1
633vgz	dfr4661	1
633vgz	dfr66fb	0
633vy5	dfregsp	1
633vy5	dfrazu5	0
633wyv	dfreour	0
633wyv	dfrrjze	1
633xzo	dfrph71	1
633xzo	dfreadi	0
633yet	dfr98uw	1
633yet	dfrgk0h	0
633yfz	dfr6vsq	1
633yfz	dfr4tos	0
6344n5	dfr6mov	0
6344n5	dfr6mv3	1
6345nc	dfremjy	0
6345nc	dfr8008	1
63460j	dfr7bfi	1
63460j	dfr99kq	0
6347ck	dfrey5d	1
6347ck	dfr9ihy	0
634bb2	dfr91ps	1
634bb2	dfrylll	0
634j9a	dfrasgg	0
634j9a	dfraobg	1
634lnf	dfrrvgs	1
634lnf	dfrei5l	0
634phh	dfs3sio	1
634phh	dfrcgig	0
634rd6	dfrfq4t	1
634rd6	dfrcjn2	0
634ro8	dfs060r	0
634ro8	dfsju9u	1
6353w0	dfswsgk	0
6353w0	dfrgkxb	1
6354ir	dftynvu	1
6354ir	dfrqfjx	0
6355zk	dfri0ld	0
6355zk	dfrfiwr	1
6357ks	dfrmtag	0
6357ks	dfrgs3u	1
63592q	dfrkb3d	1
63592q	dfsf29m	0
635cnh	dfrhw35	0
635cnh	dfrgoxq	1
635dil	dfroic3	1
635dil	dfro9e3	0
635glu	dfrk8bq	1
635glu	dfsakxq	0
635hp1	dfs3ij5	0
635hp1	dfscoab	1
635jtl	dfrl9pf	1
635jtl	dfricwl	0
635kj3	dfsh00h	1
635kj3	dfsbs5m	0
635paq	dfrzbir	1
635paq	dfriusq	0
635pr7	dfsi9mp	1
635pr7	dfrjvpn	0
635rsy	dfsa3ct	1
635rsy	dfug21h	0
635tel	dfrp2q3	1
635tel	dfrlqeg	0
635u7w	dfrjyh5	1
635u7w	dfrjvir	0
635uh5	dfrjope	0
635uh5	dfrkdvj	1
635xng	dfs4e7d	0
635xng	dfrlrfw	1
63617c	dfrkqro	1
63617c	dfrkvqx	0
6362b2	dfrvb6p	0
6362b2	dfskks9	1
6362mt	dfrlyz8	1
6362mt	dfrlh5s	0
6363jp	dfsqb16	1
6363jp	dfs9uny	0
6364u7	dfsawqh	0
6364u7	dfs6dr5	1
6365wq	dfsgo22	1
6365wq	dfrluun	0
6368g7	dfrve1j	0
6368g7	dfrynjh	1
6369wq	dfroa8h	1
6369wq	dfrqx8x	0
636a0c	dfs45ti	0
636a0c	dfrnqeo	1
636a5p	dfrq5za	0
636a5p	dfrm45a	1
636b0l	dfrm73t	0
636b0l	dfrvzbz	1
636b9v	dfs2cp7	1
636b9v	dfrzjr4	0
636cfx	dfrmsob	1
636cfx	dfrmku7	0
636cs8	dfs50ox	0
636cs8	dfs6f5b	1
636e0n	dfrmw9h	1
636e0n	dfrmvxl	0
636fb7	dfv166z	0
636fb7	dfrp20i	1
636g2f	dfs0rd5	0
636g2f	dfs1qjp	1
636kap	dfrvmzn	0
636kap	dfsinbq	1
636kwa	dfro15d	1
636kwa	dfrobg0	0
636mgn	dfrpeqh	0
636mgn	dfrr59y	1
636p5o	dfrrkvd	1
636p5o	dfroukm	0
636ppq	dfrs2gs	0
636ppq	dfs0ks7	1
636pqf	dfs73aq	0
636pqf	dfsezz1	1
637190	dfrzgru	1
637190	dfsax57	0
6371h7	dfrsjc8	1
6371h7	dfskzfq	0
63763d	dfsb6af	0
63763d	dfzv5s4	1
6377yp	dfrtky5	0
6377yp	dfschgj	1
637cdd	dfsb5al	0
637cdd	dfrx6ky	1
637dqw	dfrudo3	1
637dqw	dfrvjli	0
637frt	dfrztn0	1
637frt	dfsiovx	0
637fux	dfrumit	1
637fux	dfrv108	0
637fww	dfrzl4j	0
637fww	dfs8b2t	1
637hpy	dfrvps2	1
637hpy	dfrx433	0
637iw5	dfsa78x	0
637iw5	dfscj6x	1
637j7z	dfsddwh	0
637j7z	dfs6hqp	1
637o4t	dfrwgz1	1
637o4t	dfrwgkk	0
637u6u	dfs2l31	0
637u6u	dfsz5at	1
637v0i	dfs1114	0
637v0i	dfs47j7	1
637zfi	dfsd160	0
637zfi	dfsjgux	1
637zgn	dft2ama	1
637zgn	dfs1puy	0
637zwj	dfs58yr	0
637zwj	dfsrsnx	1
6380mt	dfs33su	1
6380mt	dfrzzlo	0
63828i	dft7ne0	0
63828i	dfs28cl	1
63857m	dfsxkca	0
63857m	dfs7vst	1
6386e9	dfs0c29	0
6386e9	dfs0m57	1
6386w8	dft5ncj	0
6386w8	dft0wvs	1
638950	dfsfoii	0
638950	dfsbcgw	1
638cz8	dfskgzu	0
638cz8	dfs36dn	1
638dru	dft780j	0
638dru	dfskdrq	1
638h22	dfsdr7l	1
638h22	dfsfqga	0
638hfx	dfs2zvu	0
638hfx	dfsaivn	1
638imp	dfs42wi	0
638imp	dfs319s	1
638m7x	dfs4pkb	0
638m7x	dfs4ips	1
638mso	dfs7sni	0
638mso	dfs5so9	1
638n9e	dfse57u	1
638n9e	dfsoslw	0
638v47	dfs60rg	0
638v47	dfs9l1z	1
638vyg	dfs8kd7	0
638vyg	dfsa0uo	1
638wh7	dfs6jv5	0
638wh7	dfs9eq1	1
638wjw	dfshvjt	1
638wjw	dfs7uid	0
638zpb	dfs75ob	1
638zpb	dfs794l	0
6391k9	dfsy5ti	0
6391k9	dfs7f3c	1
6392mb	dfsg555	0
6392mb	dfsxhg1	1
6393mn	dfsbhgy	1
6393mn	dfs80n2	0
63945w	dfsc24s	1
63945w	dfsk47x	0
6394cz	dfsf48k	0
6394cz	dfs82ma	1
6396eu	dfsduve	1
6396eu	dftntc9	0
63970b	dfsbqh9	0
63970b	dfs9r95	1
6399c7	dfshfh7	1
6399c7	dfskq3j	0
639bpy	dfsyy1b	0
639bpy	dfsc00j	1
639fan	dfsmtsl	0
639fan	dfsf58x	1
639fbp	dfwdc9k	1
639fbp	dfvdhb9	0
639fjl	dfsvyh7	1
639fjl	dfskafh	0
639h8k	dftifub	1
639h8k	dfsnh3o	0
639n1i	dftcbuv	1
639n1i	dfsdvfp	0
639pvr	dfsdqmx	0
639pvr	dfshygy	1
639rc4	dfsueux	0
639rc4	dfted2o	1
639skq	dfshtjx	1
639skq	dfskjda	0
639swn	dfsdsq3	1
639swn	dfsdrkx	0
639tcb	dfsk9bo	0
639tcb	dfsebx6	1
639u61	dfseajb	0
639u61	dfse78e	1
639whp	dft1ykd	1
639whp	dfsvsra	0
639wru	dfsmlic	1
639wru	dft8a04	0
639wxs	dfsq3g9	1
639wxs	dfsgeoa	0
639ypx	dftalgv	1
639ypx	dft0v2w	0
63a1g4	dft0xad	0
63a1g4	dft3bmm	1
63a4gx	dfsg87t	0
63a4gx	dfsjxd0	1
63a4y5	dfshm49	1
63a4y5	dfsl0kr	0
63a7f8	dfsv0na	1
63a7f8	dfszpzj	0
63a8no	dft2ij8	1
63a8no	dft28n3	0
63a8sx	dfuusqy	1
63a8sx	dfshviz	0
63a8wr	dfshgog	0
63a8wr	dfshovz	1
63a95o	dfsvz24	1
63a95o	dft4bhf	0
63a9ao	dfsugu3	0
63a9ao	dfsi3o7	1
63aak5	dfsho0c	0
63aak5	dfshmrt	1
63ag64	dft6btd	1
63ag64	dft26ce	0
63agqx	dft5x17	0
63agqx	dfskzjz	1
63ajgh	dfsx2t9	1
63ajgh	dfth4qe	0
63ak6u	dfsqf5r	1
63ak6u	dfsqt6h	0
63akw7	dfsmgz3	1
63akw7	dfskpcl	0
63al4r	dftdef0	0
63al4r	dfsku0p	1
63amds	dfsv2qi	1
63amds	dfsoxok	0
63anf8	dfsxg9d	0
63anf8	dft17un	1
63aoig	dfsus69	1
63aoig	dfswsds	0
63aotk	dfsquzy	1
63aotk	dfsl6yz	0
63arxk	dft4go6	1
63arxk	dft413c	0
63atm7	dft1czr	1
63atm7	dft04b9	0
63aw6y	dfsmx9x	0
63aw6y	dfsp0ap	1
63ay4u	dfta6ic	0
63ay4u	dfsnuvf	1
63b00s	dfsnzvb	0
63b00s	dfsnylb	1
63b6fg	dfss86h	0
63b6fg	dfssqm8	1
63b7kg	dft2m22	0
63b7kg	dft3477	1
63bdgi	dft64oh	1
63bdgi	dft34ag	0
63be9g	dftlffq	0
63be9g	dftkwh0	1
63bezy	dfsrymo	1
63bezy	dfss771	0
63bfk7	dfstgv3	0
63bfk7	dfstqr1	1
63bi10	dfswf1q	0
63bi10	dfu4pq8	1
63bk3y	dfstupt	1
63bk3y	dfsxzlc	0
63bm20	dfsu76h	0
63bm20	dfsub83	1
63bnac	dfsuui5	1
63bnac	dfsud07	0
63bpji	dftgihp	0
63bpji	dft9fb2	1
63bqp2	dft25no	1
63bqp2	dfteafi	0
63bs5u	dfsxu8y	1
63bs5u	dfsw3wl	0
63bsm7	dfsvlly	1
63bsm7	dfsvler	0
63bsvf	dfsvo6u	0
63bsvf	dfsvqqn	1
63bszg	dfsvppt	0
63bszg	dfsvqcd	1
63bukv	dfsw4i1	0
63bukv	dfswa3p	1
63c2ie	dfz6u90	0
63c2ie	dft7y5n	1
63c353	dft72ur	1
63c353	dftcpb0	0
63c38z	dfsydgc	1
63c38z	dfsy8hk	0
63c9wd	dftagxw	1
63c9wd	dft1isv	0
63cbqy	dftb89x	1
63cbqy	dft40ob	0
63cf1k	dftey93	1
63cf1k	dftohhn	0
63cn4p	dft2wnm	0
63cn4p	dftayk3	1
63cpwi	dft2su5	1
63cpwi	dft3645	0
63crua	dfthg4v	0
63crua	dfwlm4l	1
63cv17	dftraik	0
63cv17	dft9y1p	1
63cx2p	dftx6xp	1
63cx2p	dftejp3	0
63cx78	dftcszh	0
63cx78	dft3yez	1
63cyb1	dftrnq1	0
63cyb1	dftb67z	1
63d07c	dg22ysd	0
63d07c	dfuq33e	1
63d0kq	dftc53g	1
63d0kq	dfuetqj	0
63d3df	dft7ou1	1
63d3df	dftdl91	0
63d5r7	dft64dy	0
63d5r7	dft5j5j	1
63d6qp	dftlp5g	1
63d6qp	dft9nww	0
63d85h	dfth2nk	0
63d85h	dftgep0	1
63da74	dftly7n	1
63da74	dftkrnh	0
63db88	dftei6b	1
63db88	dftnkei	0
63dbrr	dft9c59	1
63dbrr	dfxi3jh	0
63dgow	dft7557	1
63dgow	dft8r49	0
63dhs8	dft9las	1
63dhs8	dfta8nb	0
63dlrg	dftdmxx	0
63dlrg	dftc6xf	1
63dm88	dfthxfw	0
63dm88	dft89sm	1
63dmr4	dft8r50	1
63dmr4	dft8axo	0
63dsgj	dfuf54w	0
63dsgj	dftkaml	1
63dsjz	dfu7ncz	0
63dsjz	dftaru2	1
63dsq9	dftfzcs	0
63dsq9	dfte8f4	1
63dw2l	dftep7h	1
63dw2l	dftekho	0
63dwqn	dg1yg0w	0
63dwqn	dftqjjh	1
63dzav	dftkqce	0
63dzav	dftp07n	1
63e1a1	dftx3it	1
63e1a1	dftitf6	0
63e1sf	dfu52if	1
63e1sf	dfu91sr	0
63e1zl	dfu3pvf	0
63e1zl	dftowt9	1
63e3z2	dfu3mse	0
63e3z2	dfu861i	1
63e4qt	dfu7qeg	1
63e4qt	dftzkpj	0
63e4yc	dftno4s	1
63e4yc	dftk6dd	0
63e54h	dftch08	0
63e54h	dftl9wd	1
63e5qg	dftysr4	0
63e5qg	dftk5r6	1
63e6d3	dfu7bzj	1
63e6d3	dfunb5n	0
63e6re	dftxk0s	1
63e6re	dftdq8g	0
63e70x	dfugsez	1
63e70x	dfujg6t	0
63e83x	dfupdai	0
63e83x	dftnx7r	1
63eb7w	dfu2iog	1
63eb7w	dfu7uym	0
63ebwa	dfue96f	0
63ebwa	dfv155j	1
63ef7w	dftfsku	1
63ef7w	dftfqm7	0
63efry	dftrlrj	1
63efry	dfto6kc	0
63ehin	dfu7vtm	1
63ehin	dfuhov2	0
63ehqq	dftqaj1	1
63ehqq	dftm5g4	0
63ehqt	dftr84f	1
63ehqt	dfu7cor	0
63ei53	dfu5g3c	1
63ei53	dftff9o	0
63ejrq	dftuf0z	0
63ejrq	dfu5x6b	1
63elzh	dfzgaeb	0
63elzh	dftlnzx	1
63enex	dftor0i	0
63enex	dftibo5	1
63eou4	dftgofb	0
63eou4	dftgv8j	1
63eplo	dfu5dka	0
63eplo	dfv1945	1
63eqcl	dfufb8b	0
63eqcl	dfuggie	1
63erax	dftia8c	1
63erax	dftmpna	0
63eu27	dfuvgsg	1
63eu27	dfu3yqc	0
63eux3	dfti4v4	0
63eux3	dftjti3	1
63evzu	dfttu8a	1
63evzu	dfu60qo	0
63ewbq	dfu72dh	0
63ewbq	dfu662p	1
63ewrh	dftjg8o	0
63ewrh	dftl438	1
63eyn9	dfu76od	0
63eyn9	dfunda8	1
63f0ab	dftz5vk	0
63f0ab	dftznz5	1
63f13y	dfts1ra	1
63f13y	dfu15vs	0
63f1jd	dfvgxds	0
63f1jd	dftma2r	1
63f1x8	dfu568p	1
63f1x8	dfvkdne	0
63f25h	dftjw0u	1
63f25h	dftjsgf	0
63f5r3	dftlbsd	0
63f5r3	dftknk2	1
63f60h	dftrh19	0
63f60h	dfu059k	1
63f88z	dftld5q	1
63f88z	dftocgn	0
63f8br	dftnfu8	0
63f8br	dftpqds	1
63f9xv	dg0m8ns	1
63f9xv	dfvqecw	0
63fb58	dfts1co	0
63fb58	dfu8d1o	1
63fbg2	dftnrhf	1
63fbg2	dftn1yx	0
63fd0d	dfu3i8h	1
63fd0d	dfv28i1	0
63fek1	dftmphk	1
63fek1	dftofsu	0
63fglr	dftne9i	1
63fglr	dftnm2m	0
63fje8	dfu2o5k	0
63fje8	dftnwea	1
63ftd0	dfts15g	1
63ftd0	dftu5uw	0
63fucj	dfu5i3s	1
63fucj	dftye0d	0
63ful6	dftr3ep	1
63ful6	dftsuwj	0
63fuvb	dftsb0p	1
63fuvb	dftqqdi	0
63fx5j	dfv6b5w	1
63fx5j	dfutfe8	0
63fy1y	dftrfwy	0
63fy1y	dftt1xd	1
63fyl1	dfu3hq5	1
63fyl1	dftsfqj	0
63fzyz	dftsip7	0
63fzyz	dfu3lad	1
63g144	dfu6vcj	1
63g144	dftteu6	0
63g1l1	dfuei4h	1
63g1l1	dfufyft	0
63g2yp	dfu3kkv	0
63g2yp	dftxqt7	1
63g4hx	dftsy63	1
63g4hx	dfu93vr	0
63g4ob	dftt4z5	0
63g4ob	dfttzwx	1
63g5g3	dfungo9	1
63g5g3	dfu82d2	0
63g613	dftt2gy	0
63g613	dfttbya	1
63g6s4	dftt9s9	0
63g6s4	dfue4hm	1
63g6z3	dfu9m3v	1
63g6z3	dfuqand	0
63g7vp	dftu1hr	0
63g7vp	dfumq3v	1
63g9i8	dfufu1o	0
63g9i8	dfu8h9d	1
63gam7	dful79l	0
63gam7	dfued7s	1
63gcc4	dftv7h5	1
63gcc4	dfud9gq	0
63gd9x	dfu46li	1
63gd9x	dftzr4y	0
63gf1m	dfuauve	1
63gf1m	dfu70u9	0
63gf8v	dfu2z1d	0
63gf8v	dfu9w7u	1
63giul	dftwnld	1
63giul	dftx1c5	0
63gkjj	dftxlnd	0
63gkjj	dftyx7o	1
63go0k	dftxxhg	0
63go0k	dftxshg	1
63go9y	dftxn7n	0
63go9y	dfty9iu	1
63gout	dfvtz1g	0
63gout	dfuh6lx	1
63gq9u	dfty7lw	1
63gq9u	dftxwga	0
63gspc	dftyw86	0
63gspc	dftyuum	1
63gtyr	dftyufj	1
63gtyr	dfu0rsk	0
63gu21	dfu5v0t	0
63gu21	dfu3w10	1
63guim	dfv8q9f	1
63guim	dfu0jsw	0
63gvah	dfucm1s	0
63gvah	dfu44e1	1
63gvrj	dfu1kx2	0
63gvrj	dfu1hd0	1
63gx5k	dftzwbv	1
63gx5k	dfuft4o	0
63gyth	dfu0s86	1
63gyth	dfug5md	0
63h2fm	dfu1171	1
63h2fm	dfued2b	0
63h2xq	dfuw4np	1
63h2xq	dfu9spe	0
63h3i5	dfurhm5	1
63h3i5	dfujrll	0
63h5u7	dfu3wxk	1
63h5u7	dfu5fja	0
63h6rn	dfu2jqn	0
63h6rn	dfu4r51	1
63h87p	dfu8n7n	0
63h87p	dfu2eu2	1
63h9i2	dfunntm	1
63h9i2	dfu301z	0
63h9qv	dfu2s0e	1
63h9qv	dfu6es8	0
63hc7p	dfu43ue	0
63hc7p	dfv31f5	1
63hcee	dfuj84j	1
63hcee	dfvp2y8	0
63hfry	dfv61yj	0
63hfry	dfuy4e2	1
63hgm5	dfurbee	1
63hgm5	dfuybik	0
63hgqk	dfv1rdb	1
63hgqk	dfug5kx	0
63hgxg	dfu4nkm	1
63hgxg	dfu4dvk	0
63hjot	dfu79g4	1
63hjot	dfurbyb	0
63hjqi	dfvldqc	0
63hjqi	dfu69oh	1
63ho61	dfuun9c	0
63ho61	dfu6hdh	1
63huy2	dfubvak	1
63huy2	dfvi3hp	0
63hvff	dfu8yd6	1
63hvff	dfu7o3v	0
63hwpo	dfup5ho	1
63hwpo	dfuclaq	0
63hwvk	dfu8012	0
63hwvk	dfupif4	1
63hx7b	dfuo105	0
63hx7b	dfuuu8t	1
63hy8g	dfua9uu	0
63hy8g	dfudg5v	1
63hyz3	dfv2jxm	1
63hyz3	dfv3615	0
63i2gg	dfumvcm	1
63i2gg	dfux4od	0
63i3cw	dfv7wrh	1
63i3cw	dfuut3t	0
63i520	dfv63bq	1
63i520	dfuglwy	0
63i8af	dfuulba	1
63i8af	dfv4kpf	0
63i8ah	dfuty99	0
63i8ah	dfuvnxz	1
63iaa9	dfuc7x9	0
63iaa9	dfuen2c	1
63iblf	dfujr31	1
63iblf	dfum74t	0
63ift3	dfv5t8n	1
63ift3	dfv2et6	0
63ihip	dfue47j	1
63ihip	dfuuaqs	0
63ihw5	dfv2ckx	1
63ihw5	dfv8yai	0
63ikba	dfuecpz	0
63ikba	dfue65s	1
63ikpt	dfue88s	0
63ikpt	dfufo76	1
63im1l	dfuy8p6	1
63im1l	dfux5k8	0
63im2p	dfuen65	0
63im2p	dfuemm9	1
63iolx	dfurqkb	0
63iolx	dfut9bp	1
63iqsw	dfv2qxh	1
63iqsw	dfunvxj	0
63iuir	dfv4zdq	1
63iuir	dfveh49	0
63iuyh	dfvgf4a	0
63iuyh	dfuzyx2	1
63izk5	dfusj4h	0
63izk5	dfum5sq	1
63j0ei	dfvmv5e	1
63j0ei	dfujb7i	0
63j0gx	dfur0bh	1
63j0gx	dfuzm4z	0
63j492	dfun1cb	1
63j492	dfuloto	0
63j6v1	dfuk4zh	0
63j6v1	dfv1llj	1
63j7g6	dfv20a4	1
63j7g6	dfusdg2	0
63jbbl	dfv6zwe	1
63jbbl	dfv07pd	0
63jekr	dfvcvhj	0
63jekr	dfupjkl	1
63jemo	dfuzxd9	1
63jemo	dfultd5	0
63jevt	dfumzgz	1
63jevt	dfusuiv	0
63jh5j	dfuutfj	1
63jh5j	dfuzsgr	0
63jizs	dfumtqx	1
63jizs	dfunpe5	0
63jkhq	dfuujle	1
63jkhq	dfuqtid	0
63jmnq	dfupsq0	0
63jmnq	dfupb73	1
63jmp7	dfwfcpu	1
63jmp7	dfuxwxm	0
63jokv	dfv74hg	0
63jokv	dfuzonm	1
63judf	dfuqwqq	0
63judf	dfv3eof	1
63k573	dfurm1t	1
63k573	dfurbad	0
63kahm	dfusn6n	0
63kahm	dfv5rif	1
63kby7	dfvx3nk	0
63kby7	dfvcv1k	1
63kdda	dfut5cz	1
63kdda	dfwebba	0
63kgox	dfv5w1b	1
63kgox	dfvactw	0
63ki75	dfuzqvo	0
63ki75	dfvhi0f	1
63kndz	dfvdizl	0
63kndz	dfvizg6	1
63ksqx	dfuz091	0
63ksqx	dfuyofv	1
63ksta	dfwbqy3	1
63ksta	dfv3046	0
63ktvj	dfvigsy	1
63ktvj	dfvaemc	0
63l02v	dfuwndu	0
63l02v	dfuww7h	1
63l0se	dfuy8o4	0
63l0se	dfw4qnh	1
63l4pf	dfv9g9e	1
63l4pf	dfvm3m9	0
63l4z6	dfvfxar	1
63l4z6	dfv5fvo	0
63l5yl	dfv3m3p	1
63l5yl	dfvcfut	0
63l5zd	dfvmthd	1
63l5zd	dfvxnt5	0
63l6px	dfw68v2	1
63l6px	dfvlsag	0
63l7qg	dfv3m20	1
63l7qg	dfwcedt	0
63l9fa	dfvv3wa	1
63l9fa	dfv103k	0
63laq3	dfv7dmo	1
63laq3	dfvf5u5	0
63lbk0	dfuzscq	0
63lbk0	dfv03t6	1
63lbnz	dfv26k2	1
63lbnz	dfvhhc9	0
63lcbq	dfuzrhr	1
63lcbq	dfve4mk	0
63lcqy	dfv45x0	0
63lcqy	dfveiqh	1
63ld8m	dfvk3z1	0
63ld8m	dfvbgve	1
63ldgs	dfw55tk	1
63ldgs	dfwbftr	0
63leag	dfvcp5q	1
63leag	dfvq9l3	0
63leb6	dfv86an	1
63leb6	dfw2icv	0
63lgg9	dfv7g58	1
63lgg9	dfw0e7k	0
63li53	dfv07zw	0
63li53	dfv5smy	1
63li8i	dfv2sxp	1
63li8i	dfv20qw	0
63ljqh	dfvh6fu	1
63ljqh	dfv4o3q	0
63lln9	dfvoj0x	0
63lln9	dfw96y4	1
63lm00	dfv6jsr	0
63lm00	dfvf8qs	1
63lmbe	dfvu02y	1
63lmbe	dfv4ppy	0
63lmfr	dfv3ct2	0
63lmfr	dfv6gg3	1
63lncv	dfvgdoo	0
63lncv	dfvyo1h	1
63lnk9	dfwiyd5	1
63lnk9	dfvtaai	0
63lqzm	dfwwlq0	0
63lqzm	dfvl6oa	1
63lrbx	dfv2cv6	1
63lrbx	dfveojf	0
63lts1	dfvfb05	0
63lts1	dfvr770	1
63luad	dfv3z4j	0
63luad	dfvdjba	1
63lv1d	dfvhz12	1
63lv1d	dfve45b	0
63lv46	dfvou4b	0
63lv46	dfvp90b	1
63lvti	dfvq0ei	1
63lvti	dfv3o75	0
63lwgn	dfv4r2l	1
63lwgn	dfv8qzr	0
63lwmb	dfv4f4k	0
63lwmb	dfv3n2n	1
63lwzz	dfwlfgk	1
63lwzz	dfv3yf7	0
63lxn5	dfvzt7u	1
63lxn5	dfvur4l	0
63lzc8	dfv58l5	0
63lzc8	dfvc5h6	1
63m43e	dfv62ps	0
63m43e	dfvj02c	1
63m4gl	dfv6qjm	1
63m4gl	dfvqxts	0
63m4wh	dfv90u0	0
63m4wh	dfvies2	1
63m707	dfv9xbj	1
63m707	dfv9vkj	0
63m7ve	dfvugvy	1
63m7ve	dfvoq99	0
63m8kv	dfv79vu	0
63m8kv	dfv6utb	1
63ma9w	dfwsnec	0
63ma9w	dfvdfro	1
63macz	dfvv9g0	0
63macz	dfvahy6	1
63mao7	dfv767g	1
63mao7	dfvi9lv	0
63mave	dfw4i9v	0
63mave	dfw508r	1
63mb45	dfvopzy	0
63mb45	dfvg5ir	1
63mbxk	dfvafg5	1
63mbxk	dfvayb8	0
63mc30	dfvm74z	0
63mc30	dfwkyq8	1
63mise	dfv9byp	0
63mise	dfv9x5c	1
63mjm0	dfvnuej	0
63mjm0	dfwir17	1
63mjp9	dfv9d6j	1
63mjp9	dfv9jma	0
63mllf	dfvchp6	1
63mllf	dfvgw87	0
63mluy	dfvz2x7	1
63mluy	dfvgjwy	0
63mmma	dfwlc7c	1
63mmma	dfvzc7a	0
63molr	dfvbcun	0
63molr	dfvb4c1	1
63mubo	dfvc8yg	0
63mubo	dfvcavu	1
63mutc	dfwpk9k	0
63mutc	dfvv95u	1
63mv56	dfvmnex	0
63mv56	dfvkl75	1
63mva8	dfvz0uz	0
63mva8	dfvepy8	1
63mvbx	dfw9rhw	0
63mvbx	dfvzurh	1
63mw48	dfviir4	0
63mw48	dfvfbbn	1
63my89	dfvdg07	0
63my89	dfvff5i	1
63myg1	dfw1snx	1
63myg1	dfvx4os	0
63n190	dfvdjar	1
63n190	dfvf3tp	0
63n26m	dfvem4p	0
63n26m	dfviw3e	1
63n3wg	dfwi71h	0
63n3wg	dfvlfd0	1
63n5nx	dfvylts	0
63n5nx	dfvla61	1
63n759	dfvhrla	1
63n759	dfw3o6h	0
63n7oj	dfvfutk	0
63n7oj	dfvrpod	1
63n988	dfvgo53	0
63n988	dfwg5xu	1
63naj9	dfvj1vj	0
63naj9	dfw5tcx	1
63naus	dfvhjc9	1
63naus	dfvh0mt	0
63nc7a	dfvvvb2	0
63nc7a	dfw0qxp	1
63ne0q	dfwgqvw	1
63ne0q	dfwsptt	0
63neiw	dfviy6h	0
63neiw	dfvonil	1
63ngao	dfvqfq8	1
63ngao	dfvrucf	0
63ngup	dfvptla	1
63ngup	dfvn6vu	0
63nh6t	dfvhj8d	1
63nh6t	dfvhoe9	0
63nje0	dfvui3h	0
63nje0	dfwznzi	1
63nmg3	dfvim9l	0
63nmg3	dfvoxs8	1
63noht	dfvv136	1
63noht	dfwe7x7	0
63np71	dfw6oqq	1
63np71	dfvofao	0
63nsf4	dfvoqq9	0
63nsf4	dfvlsae	1
63nshz	dfvq3o1	1
63nshz	dfvqi4n	0
63nsvw	dfvlzxv	0
63nsvw	dfvmmhj	1
63nu54	dfvqtww	0
63nu54	dfw0jvh	1
63nx9g	dfvqu61	1
63nx9g	dfw0pka	0
63nxk4	dfvlhvc	0
63nxk4	dfvlfax	1
63ny37	dfwy0xu	1
63ny37	dfwr6ad	0
63nyh3	dfvoibq	0
63nyh3	dfwmm58	1
63o6hi	dfweeee	1
63o6hi	dfwreqx	0
63o79n	dfvnrgl	0
63o79n	dfvo465	1
63o7dq	dfwyitc	0
63o7dq	dfwtonx	1
63oa5q	dfw20nx	0
63oa5q	dfwlyfy	1
63oame	dfvqht3	0
63oame	dfvor3l	1
63obak	dfvp1ni	1
63obak	dfvx5iw	0
63odsg	dfwvsjx	1
63odsg	dfxef5j	0
63oegr	dfvsgqb	1
63oegr	dfvqb1n	0
63ogep	dfvvajy	1
63ogep	dfx1io2	0
63ohmc	dfwl8on	1
63ohmc	dfwipcw	0
63oiqg	dfvtnpn	1
63oiqg	dfvrbvm	0
63oiqy	dfwb0y2	1
63oiqy	dfwemku	0
63ojyk	dfvwjpf	0
63ojyk	dfvqx8n	1
63ok0b	dfwmgrq	1
